Airline,Location,Positive Mentions,Negative Mentions,Total Mentions,Average Sentiment
Qatar Airways,East Africa,1,0,1,0.5426
Qatar Airways,Saudi-Arabia,1,0,1,0.5426
Qatar Airways,Rimowa,1,0,1,0.7771
Qatar Airways,Marrakesh,2,0,2,0.8597
Qatar Airways,772LR,1,0,1,0.9461
Qatar Airways,Israel,0,1,1,-0.925
Qatar Airways,Auckland to Doha,1,0,1,0.8439
Qatar Airways,DFW,1,0,1,0.9735
Qatar Airways,Gulf,2,0,2,0.9693
Qatar Airways,Skyteam,1,0,1,0.9946
Qatar Airways,USD250,1,0,1,0.8812
Qatar Airways,New York Sector,0,1,1,-0.079
Qatar Airways,Philly,1,0,1,0.8549
Qatar Airways,JoBurg,1,0,1,0.8549
Qatar Airways,Oneworld,1,0,1,0.9758
Qatar Airways,New Zealand,1,1,2,-0.23535
Qatar Airways,Auckland to Athens,0,1,1,-0.2542
Qatar Airways,Fort Worth,1,0,1,0.9964
Qatar Airways,Mecca,1,0,1,0.9506
Qatar Airways,Qoran,1,0,1,0.9506
Qatar Airways,Southeast Asia,2,0,2,0.9907999999999999
Qatar Airways,East Asia,1,0,1,0.9852
Qatar Airways,Oryx,1,0,1,0.9912
Qatar Airways,china,1,0,1,0.9732
Qatar Airways,England,2,0,2,0.9459
Qatar Airways,Menus,1,0,1,0.9984
Qatar Airways,Tblisi,1,0,1,0.9607
Qatar Airways,Virgin Australia,1,0,1,0.9493
Qatar Airways,Khartoum,3,0,3,0.7971
Qatar Airways,Virgin Atlantic,1,0,1,0.9974
Qatar Airways,Bidvest,1,0,1,0.9974
Qatar Airways,Dammam,2,0,2,0.93205
Qatar Airways,Qatar Aiways,1,0,1,0.9918
Qatar Airways,Pnom Penh,1,0,1,0.8993
Qatar Airways,Trinoma,1,0,1,0.9607
Qatar Airways,Washington Dulles,2,0,2,0.97805
Qatar Airways,Sharjah,1,0,1,0.9559
Qatar Airways,Inflight,1,0,1,0.9456
Qatar Airways,Belgium,0,1,1,-0.8625
Qatar Airways,Plaza Premium,1,0,1,0.9785
Qatar Airways,Taipei,1,0,1,0.9926
Qatar Airways,Alexandria,1,0,1,0.9853
Qatar Airways,Krabi,0,1,1,-0.7684
Qatar Airways,Babich Sauvignon,1,0,1,0.9774
Qatar Airways,Marlborough,1,0,1,0.9774
Qatar Airways,Madina,1,0,1,0.9951
Qatar Airways,Taif,4,0,4,0.9923250000000001
Qatar Airways,Scandinavian Airport,1,0,1,0.9696
Qatar Airways,Biz,1,0,1,0.6907
Qatar Airways,Jo'burg,2,0,2,0.9385
Qatar Airways,Etihad,1,0,1,0.9922
Qatar Airways,QR162/163,1,0,1,0.9665
Qatar Airways,QR947/942,1,0,1,0.9665
Qatar Airways,Qatar Airway's,1,0,1,0.765
Qatar Airways,Kuala Lumpur - Doha - Berlin,1,0,1,0.9655
Qatar Airways,middle east,1,0,1,0.9893
Qatar Airways,LHR,1,1,2,0.049449999999999994
Qatar Airways,NY,1,0,1,0.9945
Qatar Airways,Bahrain,1,0,1,0.5927
Qatar Airways,Gulf Air,1,0,1,0.5927
Qatar Airways,S. Africa,0,1,1,-0.4389
Qatar Airways,Ho,1,0,1,0.8716
Qatar Airways,Minh City,1,0,1,0.8716
Qatar Airways,Seating,1,0,1,0.9632
Qatar Airways,Sweden,0,1,1,-0.2746
Qatar Airways,QR728,0,1,1,-0.9534
Qatar Airways,Korea,1,0,1,0.8516
Qatar Airways,Saffron,1,0,1,0.9525
Qatar Airways,Orlando,1,0,1,0.8604
Qatar Airways,USD560,0,1,1,-0.1388
Qatar Airways,europe,0,1,1,-0.1388
Qatar Airways,Azerbaijan,1,0,1,0.9113
Qatar Airways,East Asain,1,0,1,0.6943
Qatar Airways,Male,1,0,1,0.9945
Qatar Airways,HND,1,1,2,0.48950000000000005
Qatar Airways,C13,0,1,1,-0.0394
Qatar Airways,Belfast,1,0,1,0.9247
Qatar Airways,Northern Ireland,1,0,1,0.9247
Qatar Airways,Schiphol,1,0,1,0.9915
United Airlines,U.S.,2,1,3,0.33553333333333324
United Airlines,Denver,161,156,320,0.029603437500000013
United Airlines,Houston,119,154,275,-0.10794363636363631
United Airlines,Fort Lauderdale,9,5,14,0.2518642857142857
United Airlines,Rio de Janeiro,1,1,2,0.08834999999999998
United Airlines,Boston,10,17,27,-0.2242592592592592
United Airlines,PA,1,0,1,0.6214
United Airlines,Dulles,12,8,20,0.16011999999999998
United Airlines,VA,2,1,3,0.3451333333333333
United Airlines,the United App,2,1,3,0.2418
United Airlines,Panama,3,4,7,-0.20315714285714284
United Airlines,Hawaii,18,18,36,0.07759722222222219
United Airlines,Frankfurt,7,23,30,-0.29806666666666665
United Airlines,Chicago,119,142,261,-0.08536475095785455
United Airlines,San Salvador,1,0,1,0.7269
United Airlines,Vancouver,17,11,28,0.21734999999999993
United Airlines,Newark,115,166,283,-0.15631590106007065
United Airlines,Delta,23,13,36,0.20046944444444437
United Airlines,San Diego,5,9,15,-0.11593999999999999
United Airlines,San Francisco,72,73,145,0.028057241379310354
United Airlines,Richmond,1,5,6,-0.5048333333333334
United Airlines,Louisville,5,2,7,0.43385714285714283
United Airlines,Baltimore,6,6,12,-0.004916666666666615
United Airlines,Kentucky,0,1,1,-0.8982
United Airlines,Australia,6,8,14,-0.14387142857142857
United Airlines,United,21,10,31,0.23007741935483872
United Airlines,Jacksonville,8,3,11,0.4727727272727273
United Airlines,Seattle,12,25,37,-0.3573135135135135
United Airlines,Washington,16,40,56,-0.2918678571428572
United Airlines,Tahiti,8,1,9,0.6187111111111111
United Airlines,SF,1,2,3,-0.24373333333333333
United Airlines,Seoul,1,0,1,0.853
United Airlines,San francisco,1,0,1,0.853
United Airlines,Los Angeles,17,27,44,-0.17801363636363635
United Airlines,LA,8,22,30,-0.2879966666666666
United Airlines,Alaska,20,9,29,0.2423620689655173
United Airlines,New York,19,21,40,-0.03494999999999996
United Airlines,Charleston,1,1,2,0.10870000000000002
United Airlines,Phoenix,19,14,33,0.04343636363636365
United Airlines,America,5,3,8,0.10336250000000002
United Airlines,Southwest,30,17,47,0.26086595744680846
United Airlines,Jamaica,1,6,7,-0.6193857142857143
United Airlines,Milwaukee,10,4,14,0.33304999999999996
United Airlines,San Antonio,6,8,14,0.09659999999999999
United Airlines,Sandwich,0,1,1,-0.7056
United Airlines,Düsseldorf,1,0,1,0.9415
United Airlines,Germany,5,10,15,-0.21217333333333332
United Airlines,Barcelona,10,1,11,0.7445181818181819
United Airlines,United plane,1,1,2,0.3951
United Airlines,NE,1,0,1,0.9415
United Airlines,India,4,7,11,-0.26318181818181813
United Airlines,the United States of America,1,0,1,0.9322
United Airlines,UK,1,5,6,-0.56775
United Airlines,Albuquerque,2,0,2,0.35629999999999995
United Airlines,North Dakota,1,0,1,0.3107
United Airlines,Orlando,14,10,24,0.10515833333333331
United Airlines,Portland,12,8,20,0.260115
United Airlines,NYC,4,10,14,-0.2620571428571428
United Airlines,Appleton,0,6,6,-0.8742166666666668
United Airlines,Juneau,0,1,1,-0.9661
United Airlines,US,28,31,61,-0.07073114754098356
United Airlines,Airline,0,8,8,-0.8437875
United Airlines,Guam,4,5,9,-0.19277777777777783
United Airlines,san Francisco,0,2,2,-0.68755
United Airlines,New Jersey,4,12,16,-0.28448125
United Airlines,West Palm Beach,0,4,4,-0.672825
United Airlines,Holland,0,1,1,-0.9968
United Airlines,Dubai,1,9,10,-0.69133
United Airlines,London,17,13,30,0.16508333333333342
United Airlines,Washington DC,8,9,17,-0.1170764705882353
United Airlines,Washing DC,0,1,1,-0.9501
United Airlines,Little Rock,1,1,2,-0.10419999999999996
United Airlines,New Orleans,10,6,16,0.26524375
United Airlines,Auckland,1,1,2,-0.1492
United Airlines,Adelaide,0,1,1,-0.9699
United Airlines,New Zealand,3,2,5,0.19496000000000002
United Airlines,USA,5,10,15,-0.25156
United Airlines,Port Moody,0,1,1,-0.9501
United Airlines,Athens,4,6,10,-0.04923000000000002
United Airlines,Zurich,5,9,14,-0.1479142857142857
United Airlines,Mumbai,6,2,8,0.5231125000000001
United Airlines,Pacific,1,0,1,0.6939
United Airlines,Micronesia,1,0,1,0.6939
United Airlines,Dallas,8,14,22,-0.36719545454545455
United Airlines,Geneva,2,0,2,0.60765
United Airlines,Indianapolis,1,5,6,-0.38811666666666667
United Airlines,Grand Rapids,0,7,7,-0.7834285714285716
United Airlines,Indiana,0,1,1,-0.6103
United Airlines,Lisbon,3,4,7,-0.08977142857142859
United Airlines,Found,0,1,1,-0.968
United Airlines,10:25am,0,1,1,-0.968
United Airlines,Naples,3,0,3,0.6849666666666666
United Airlines,Munich,5,13,18,-0.20948888888888892
United Airlines,Cleveland,5,9,14,-0.2431357142857143
United Airlines,Italy,6,8,14,-0.27896428571428566
United Airlines,Guatemala,1,1,2,-0.29109999999999997
United Airlines,Polaris,11,7,18,0.29062222222222217
United Airlines,Anchorage,1,2,3,-0.26336666666666664
United Airlines,Sydney,12,1,13,0.8119692307692307
United Airlines,Exit,1,0,1,0.9945
United Airlines,Maui,7,13,20,-0.26679500000000006
United Airlines,Lahaina,1,0,1,0.7964
United Airlines,the State of Hawaii,1,0,1,0.7964
United Airlines,Molokai,1,0,1,0.7964
United Airlines,Las Vegas,16,12,29,0.1871586206896551
United Airlines,Roatan,0,1,1,-0.8544
United Airlines,Europe,11,11,22,-0.17968181818181825
United Airlines,Emirates,6,2,8,0.56235
United Airlines,Singapore,13,2,15,0.7483933333333331
United Airlines,USD,2,1,3,0.24643333333333337
United Airlines,Cancun,4,5,9,0.01144444444444448
United Airlines,Columbus,6,12,18,-0.26298333333333335
United Airlines,Houston IAH,1,1,2,-0.015200000000000047
United Airlines,n’t,2,1,3,0.4067
United Airlines,Rome,3,7,10,-0.42661999999999994
United Airlines,Florida,11,14,25,-0.11086000000000001
United Airlines,Medford,3,0,3,0.6184333333333334
United Airlines,Sao Paolo,0,1,1,-0.8055
United Airlines,Bahamas,3,2,5,0.48545999999999995
United Airlines,Miami,9,11,20,0.03227999999999999
United Airlines,Premium Economy,1,0,1,0.9832
United Airlines,Ft. Lauderdale,0,1,1,-0.9054
United Airlines,Quebec city,0,1,1,-0.9054
United Airlines,Vermont,0,2,2,-0.89135
United Airlines,Missoula,1,0,1,0.5685
United Airlines,Fort Myers,1,0,1,0.9349
United Airlines,Washington Dulles,2,0,2,0.9131
United Airlines,DC,11,15,26,-0.03175769230769231
United Airlines,Switzerland,1,0,1,0.9684
United Airlines,Austin,6,8,14,-0.1391285714285714
United Airlines,Costa Rica,4,2,6,0.27371666666666666
United Airlines,Toronto,16,21,37,-0.0656945945945946
United Airlines,Mexico,9,13,22,-0.1451181818181818
United Airlines,Manila,2,2,4,-0.023875000000000007
United Airlines,Peru,0,4,4,-0.7527
United Airlines,Lima,0,4,4,-0.85825
United Airlines,DFW,1,0,1,0.8012
United Airlines,Brussels,2,3,5,0.03410000000000004
United Airlines,Thelma,1,0,1,0.9208
United Airlines,Americas,0,1,1,-0.8769
United Airlines,Tokyo,8,2,10,0.5322199999999999
United Airlines,Bangkok,1,0,1,0.5925
United Airlines,Japan,2,3,5,-0.24146
United Airlines,LOS ANGELES,0,1,1,-0.9597
United Airlines,SYDNEY,0,1,1,-0.9597
United Airlines,Houston-Dallas,0,1,1,-0.9669
United Airlines,Cincinnati,15,6,21,0.3458428571428572
United Airlines,Philippines,1,2,3,-0.2992
United Airlines,Montreal,4,7,11,-0.35179999999999995
United Airlines,Asia,8,1,9,0.7002666666666666
United Airlines,Syracuse,0,11,11,-0.8909545454545454
United Airlines,Becky,2,0,2,0.9888
United Airlines,Ottawa,1,4,5,-0.26972
United Airlines,Sao Paulo,1,4,5,-0.17351999999999998
United Airlines,Brazil,2,2,4,0.02200000000000002
United Airlines,Belgrade,0,1,1,-0.6386
United Airlines,Pittsburgh,6,12,18,-0.22869444444444442
United Airlines,Vienna,1,3,4,-0.2975499999999999
United Airlines,Delhi,7,5,12,0.06980833333333336
United Airlines,Vegas,2,7,9,-0.39345555555555556
United Airlines,Philadelphia,9,7,16,-0.0011312499999999448
United Airlines,the Polaris Class,1,0,1,0.9564
United Airlines,Tampa,15,15,30,0.07112666666666664
United Airlines,Cape Town,0,3,3,-0.9555000000000001
United Airlines,Sashauna,1,0,1,0.9801
United Airlines,Calgary,8,5,13,0.2277307692307692
United Airlines,YYZ,1,1,2,0.15909999999999996
United Airlines,Texas,2,4,6,-0.23406666666666665
United Airlines,Visas,0,1,1,-0.7939
United Airlines,the United States,4,5,9,-0.02592222222222223
United Airlines,Traverse City,0,2,2,-0.9001
United Airlines,Detroit,0,9,9,-0.743611111111111
United Airlines,Orange County,2,3,5,-0.11374000000000002
United Airlines,UA1393,0,1,1,-0.3978
United Airlines,NC,2,1,3,0.2894666666666667
United Airlines,Santa Ana,1,0,1,0.12
United Airlines,Canada,9,12,22,-0.05575454545454545
United Airlines,Expedia,1,11,12,-0.72565
United Airlines,Greenville,1,3,4,-0.43782499999999996
United Airlines,550am,1,0,1,0.128
United Airlines,the Pacific Ocean,0,1,1,-0.9482
United Airlines,Dublin,4,13,17,-0.39514705882352935
United Airlines,Paris,9,13,22,-0.2516409090909091
United Airlines,Algiers,0,1,1,-0.9892
United Airlines,Cedar Rapids,1,2,3,-0.19699999999999998
United Airlines,ZERO,1,0,1,0.1779
United Airlines,San Fran,1,3,4,-0.37840000000000007
United Airlines,Nice,6,0,6,0.4483
United Airlines,France,1,3,4,-0.26785000000000003
United Airlines,Venice,3,1,4,0.11965
United Airlines,us,1,3,4,-0.49777499999999997
United Airlines,Minnesota,2,2,4,-0.13900000000000004
United Airlines,Refunds,0,1,1,-0.884
United Airlines,Ohio,0,4,4,-0.7561
United Airlines,Kansas City,4,10,14,-0.3498071428571429
United Airlines,non-U.S.,0,1,1,-0.5876
United Airlines,Britain,0,1,1,-0.1513
United Airlines,Amman,0,2,2,-0.5178
United Airlines,Stockholm,1,0,1,0.5982
United Airlines,Mississippi,1,1,2,0.0852
United Airlines,Arizona,1,1,2,-0.20265
United Airlines,Atlanta,6,12,18,-0.17165555555555556
United Airlines,Denmark,1,0,1,0.1524
United Airlines,Birmingham,0,2,2,-0.9817
United Airlines,Honolulu,19,19,38,0.13245789473684208
United Airlines,Edinburgh,3,2,5,0.23181999999999997
United Airlines,San Francisco Airport,1,0,1,0.9393
United Airlines,Israel,1,3,4,-0.489225
United Airlines,the Salt Lake Airport,0,1,1,-0.9943
United Airlines,Tel Aviv,0,8,8,-0.7230749999999999
United Airlines,Caribbean,1,0,1,0.4158
United Airlines,Quebec City,1,0,1,0.4158
United Airlines,Asheville,1,0,1,0.9906
United Airlines,Melbourne,2,6,8,-0.391675
United Airlines,+ United,1,0,1,0.9906
United Airlines,West Palm,1,0,1,0.8323
United Airlines,England,0,1,1,-0.8467
United Airlines,Norfolk,1,14,15,-0.5766066666666667
United Airlines,East,0,1,1,-0.5694
United Airlines,Qatar,2,0,2,0.9500500000000001
United Airlines,HNL United,1,0,1,0.9952
United Airlines,Hilton,3,1,4,0.1338
United Airlines,737s,0,1,1,-0.8851
United Airlines,APAC,0,1,1,-0.8851
United Airlines,Tallahassee,1,0,1,0.7745
United Airlines,ATL,1,0,1,0.7745
United Airlines,Hubby,2,0,2,0.8167
United Airlines,Tel-Aviv,0,1,1,-0.926
United Airlines,Raleigh,0,1,1,-0.6308
United Airlines,Allentown,0,1,1,-0.8018
United Airlines,Emergency Exit row,1,0,1,0.519
United Airlines,Key West,3,0,3,0.49806666666666666
United Airlines,Missouri,1,1,2,0.22535
United Airlines,Palm Springs,1,10,11,-0.38413636363636366
United Airlines,the middle eastern,1,0,1,0.9878
United Airlines,Kandahar,0,1,1,-0.8143
United Airlines,Afghanistan,0,2,2,-0.83235
United Airlines,Puerto Vallarta,3,3,6,0.04079999999999997
United Airlines,Salt Lake,2,0,2,0.9769
United Airlines,Manchester,2,3,5,-0.038700000000000026
United Airlines,United gate,1,0,1,0.6705
United Airlines,US150,0,1,1,-0.7549
United Airlines,A.A.,0,1,1,-0.7549
United Airlines,D.C,1,0,1,0.83
United Airlines,California,2,3,5,-0.13878000000000004
United Airlines,Rochester,4,8,12,-0.32875000000000004
United Airlines,Buffalo,0,4,4,-0.8990750000000001
United Airlines,Aspen,7,1,8,0.8269000000000001
United Airlines,Merida Mexico,1,0,1,0.9812
United Airlines,Ireland,1,2,3,-0.2745
United Airlines,Edmonton,1,0,1,0.9753
United Airlines,El Salvador Feb 8,1,0,1,0.9753
United Airlines,LAX,1,0,1,0.9753
United Airlines,Mexico City,1,1,2,0.00385000000000002
United Airlines,Springfield,3,2,5,-0.05406000000000002
United Airlines,Sarasota,3,0,3,0.7092666666666666
United Airlines,new jersey,0,1,1,-0.3874
United Airlines,Knoxville,7,4,11,0.09637272727272726
United Airlines,El Paso,3,4,7,-0.07415714285714288
United Airlines,Reno,6,2,8,0.44830000000000003
United Airlines,Bonaire,0,1,1,-0.233
United Airlines,Saskatoon,0,2,2,-0.9122
United Airlines,SSSS,1,0,1,0.8348
United Airlines,Istanbul,0,1,1,-0.7424
United Airlines,china,1,0,1,0.9822
United Airlines,PE,1,0,1,0.9822
United Airlines,Covid,0,3,3,-0.654
United Airlines,Bentonville,1,0,1,0.8031
United Airlines,Bozeman,2,2,4,-0.037525
United Airlines,MT,2,1,3,0.45326666666666665
United Airlines,Montrose,1,0,1,0.8031
United Airlines,Oregon,3,2,5,0.06740000000000002
United Airlines,few - United,1,0,1,0.9906
United Airlines,West Jet,1,0,1,0.9906
United Airlines,Gulf,1,0,1,0.9906
United Airlines,Sahara,1,0,1,0.9906
United Airlines,Indigo,1,0,1,0.9906
United Airlines,Thai,1,0,1,0.9906
United Airlines,Air Asia,1,0,1,0.9906
United Airlines,Philly,1,0,1,0.5436
United Airlines,San Juan,2,1,3,0.06993333333333333
United Airlines,United Hell,0,1,1,-0.9705
United Airlines,Amsterdam,6,8,14,0.029721428571428534
United Airlines,Landing,0,1,1,-0.5574
United Airlines,Ghana,0,3,3,-0.8969333333333332
United Airlines,the east coast,2,1,3,0.1895
United Airlines,Pohnpei,0,1,1,-0.3319
United Airlines,Johannesburg,0,1,1,-0.9577
United Airlines,NJ,2,1,3,0.12426666666666668
United Airlines,Cusco,0,1,1,-0.551
United Airlines,Paducah,2,0,2,0.9706
United Airlines,Premium Economy:,1,0,1,0.977
United Airlines,LH,0,3,3,-0.18089999999999998
United Airlines,Charlotte,8,10,19,-0.010868421052631597
United Airlines,Salt Lake City,4,12,16,-0.4192687499999999
United Airlines,detroit,0,1,1,-0.8773
United Airlines,Shanghai,1,1,2,0.14375
United Airlines,Croatia,0,3,3,-0.2633
United Airlines,Grand Junction,2,2,4,-0.022675
United Airlines,orange county,1,0,1,0.7447
United Airlines,Omaha,5,6,11,0.03463636363636362
United Airlines,Glacier National Park,1,0,1,0.6326
United Airlines,Turkey,1,0,1,0.0671
United Airlines,Romania,0,2,2,-0.3725
United Airlines,Fort Worth,1,0,1,0.9566
United Airlines,Tulsa,1,3,4,-0.59725
United Airlines,FedEx,0,1,1,-0.9201
United Airlines,Berlin,1,3,4,-0.32535000000000003
United Airlines,n’t United,0,1,1,-0.9908
United Airlines,Colorado,2,6,8,-0.22997499999999998
United Airlines,Nashville,12,8,20,0.09807999999999999
United Airlines,Santa Clara,1,0,1,0.9714
United Airlines,Tucson,2,2,4,-0.11795
United Airlines,Jersey,0,1,1,-0.9805
United Airlines,Asiana,1,0,1,0.9841
United Airlines,Iowa,1,1,2,0.09620000000000001
United Airlines,Glasgow,0,1,1,-0.9106
United Airlines,Pathetic,0,1,1,-0.9751
United Airlines,Houston-Honolulu,0,1,1,-0.9751
United Airlines,St. Louis,6,7,13,0.1331846153846154
United Airlines,Illinois,1,1,2,0.03634999999999999
United Airlines,Washington D.C.,2,1,3,0.34193333333333326
United Airlines,D.C.,4,1,5,0.41348
United Airlines,Albany,8,5,13,0.1944923076923077
United Airlines,NY,1,0,1,0.7594
United Airlines,Frankfort,0,1,1,-0.809
United Airlines,San Jose,2,8,10,-0.57
United Airlines,St. Thomas,1,0,1,0.875
United Airlines,Puerto Rico,2,2,4,-0.021874999999999978
United Airlines,Savannah,0,7,7,-0.8615142857142857
United Airlines,Claudia Chavarrio,1,0,1,0.9632
United Airlines,the Pacific ocean,1,0,1,0.9958
United Airlines,Business,1,0,1,0.9958
United Airlines,Fresno,1,2,3,-0.4102333333333333
United Airlines,Oklahoma City,2,5,8,-0.08919999999999997
United Airlines,Fort Meyers,1,0,1,0.9718
United Airlines,Spain,1,0,1,0.3145
United Airlines,Victoria,1,0,1,0.3145
United Airlines,Economy,1,2,3,0.29819999999999997
United Airlines,Pennsylvania,1,0,1,0.9081
United Airlines,Myrtle Beach,1,2,3,-0.3478666666666667
United Airlines,Des Moines,1,2,3,-0.3190333333333333
United Airlines,the Salt Lake City,0,1,1,-0.9652
United Airlines,Panama City,2,1,3,0.4237
United Airlines,the united way,1,0,1,0.9579
United Airlines,Hate United,0,1,1,-0.9739
United Airlines,Madrid,1,1,2,0.019799999999999984
United Airlines,Colorado Springs,3,6,9,-0.2821666666666667
United Airlines,Santo Domingo,0,2,2,-0.89885
United Airlines,Domingo,1,2,3,-0.27436666666666665
United Airlines,Providence,0,7,7,-0.839757142857143
United Airlines,Wichita,6,2,8,0.44177500000000003
United Airlines,Meridian,1,0,1,0.9763
United Airlines,Puerto Plata,0,2,2,-0.4587
United Airlines,Greece,1,4,5,-0.64294
United Airlines,Pasco,0,1,1,-0.7596
United Airlines,Tennessee,1,0,1,0.0129
United Airlines,Georgia,0,1,1,-0.8845
United Airlines,Priceline.,1,0,1,0.9322
United Airlines,Cabo,1,0,1,0.9305
United Airlines,Minneapolis,3,2,5,-0.10350000000000001
United Airlines,Sedona,0,1,1,-0.4466
United Airlines,Steamboat Springs,0,1,1,-0.8857
United Airlines,El Salvador,0,1,1,-0.3744
United Airlines,Kansas,4,0,4,0.83875
United Airlines,Harrisburg,0,1,1,-0.7193
United Airlines,Utah,1,1,2,-0.26225
United Airlines,New Delhi,0,1,1,-0.1283
United Airlines,Sacramento,9,5,14,-0.16536428571428582
United Airlines,Midland,0,1,1,-0.9464
United Airlines,O'Hare,1,0,1,0.7031
United Airlines,B752,1,0,1,0.0228
United Airlines,B789,1,0,1,0.9375
United Airlines,Kenan,1,0,1,0.9911
United Airlines,Copa,2,0,2,0.5491
United Airlines,PTY,5,0,5,0.5908800000000001
United Airlines,KC,0,2,2,-0.9725
United Airlines,Regina,1,0,1,0.8684
United Airlines,Dulles Int Airport,0,1,1,-0.7105
United Airlines,Virginia,1,3,4,-0.317675
United Airlines,Va,0,1,1,-0.7105
United Airlines,Va.,0,2,2,-0.7105
United Airlines,Santiago,1,0,1,0.5574
United Airlines,Africa,2,1,3,0.16186666666666666
United Airlines,Liberia,0,2,2,-0.882
United Airlines,Brownsville,0,1,1,-0.9442
United Airlines,Horrendous,0,1,1,-0.7966
United Airlines,Montana,0,1,1,-0.9199
United Airlines,Mobile,1,0,1,0.8128
United Airlines,South Bend,1,2,3,-0.4494666666666666
United Airlines,United States,1,1,2,-0.012050000000000005
United Airlines,Addis Ababa,0,1,1,-0.9485
United Airlines,Ethiopia,0,3,3,-0.9485
United Airlines,san diego,1,0,1,0.8603
United Airlines,Usually United,0,1,1,-0.126
United Airlines,Hungary,0,1,1,-0.9225
United Airlines,wellington,1,0,1,0.9592
United Airlines,Virgin,2,0,2,0.5432
United Airlines,Pensacola,0,1,1,-0.9505
United Airlines,Connecticut,0,1,1,-0.3931
United Airlines,Aug,1,0,1,0.7535
United Airlines,Miami Int,1,0,1,0.8682
United Airlines,Priceline,2,1,3,0.30066666666666664
United Airlines,South Africa,0,2,2,-0.79415
United Airlines,Zambia,1,1,2,0.02679999999999999
United Airlines,UA,0,2,2,-0.8551500000000001
United Airlines,Ft Lauderdale,0,4,4,-0.76745
United Airlines,Xprescheck,1,0,1,0.9168
United Airlines,Maine,0,2,2,-0.9039
United Airlines,phoenix,0,1,1,-0.8478
United Airlines,Aruba 1-2,1,0,1,0.9824
United Airlines,Vinay,2,0,2,0.9307
United Airlines,Wyoming,0,1,1,-0.8364
United Airlines,denver,0,2,2,-0.8911
United Airlines,Stephen,2,0,2,0.9721
United Airlines,Prem Plus,1,0,1,0.9783
United Airlines,Zimbabwe,1,0,1,0.897
United Airlines,Nantucket,0,1,1,-0.4184
United Airlines,Las Vegas Airport,1,0,1,0.8816
United Airlines,IL,1,0,1,0.0678
United Airlines,McD,0,1,1,-0.3738
United Airlines,Easter,2,0,2,0.8873
United Airlines,Uganda,1,0,1,0.8974
United Airlines,the Dominican Republic,0,2,2,-0.88025
United Airlines,D.R.,0,1,1,-0.9182
United Airlines,G.R.,0,1,1,-0.9182
United Airlines,Michigan,0,2,2,-0.9498
United Airlines,Casper,0,2,2,-0.7925
United Airlines,Sioux City,0,1,1,-0.9085
United Airlines,the International Desk,0,2,2,-0.9367
United Airlines,El Al,0,1,1,-0.9367
United Airlines,the United rep,1,0,1,0.9774
United Airlines,UA490,1,0,1,0.9241
United Airlines,Green Bay,1,0,1,0.9806
United Airlines,Kiosk,1,0,1,0.9806
United Airlines,Skycaps,1,0,1,0.9806
United Airlines,Meme,0,1,1,-0.5944
United Airlines,Nassau,0,1,1,-0.101
United Airlines,Cabo San Lucas,1,0,1,0.9881
United Airlines,MO,0,1,1,-0.9337
United Airlines,Guatemala City,0,1,1,-0.6705
United Airlines,firey,1,0,1,0.8926
United Airlines,545pm,1,0,1,0.6083
United Airlines,Clorox,3,0,3,0.9954999999999999
United Airlines,Mex City,1,0,1,0.1288
United Airlines,North America,1,1,2,-0.008299999999999974
United Airlines,Greensboro,0,1,1,-0.9613
United Airlines,Island,0,1,1,-0.9613
United Airlines,SW,0,1,1,-0.0137
United Airlines,Boise,1,4,5,-0.33083999999999997
United Airlines,Thailand,1,0,1,0.8885
United Airlines,San Fransico,0,1,1,-0.9448
United Airlines,Prague,2,2,4,0.011699999999999988
United Airlines,Dollar,0,1,1,-0.9896
United Airlines,St Louis,5,3,8,0.13825000000000012
United Airlines,Greyhound,1,0,1,0.8215
United Airlines,the Dominican Republic from DC,0,1,1,-0.8423
United Airlines,New York City,0,2,2,-0.85375
United Airlines,Portland City,0,1,1,-0.9474
United Airlines,Moscow,0,1,1,-0.8086
United Airlines,Coronavirus,0,2,2,-0.7261
United Airlines,Medellin,1,0,1,0.5619
United Airlines,Puj Dominican,1,0,1,0.0129
United Airlines,Auckland via San Francisco,2,0,2,0.8236
United Airlines,NZ,1,0,1,0.9288
United Airlines,Corona,0,1,1,-0.8439
United Airlines,Punta,1,0,1,0.872
United Airlines,Austria,1,0,1,0.8768
United Airlines,Hong Kong,1,1,2,-0.35969999999999996
United Airlines,China,0,2,2,-0.9399
United Airlines,Abu Dhabi,1,0,1,0.7056
United Airlines,UAE,1,0,1,0.7056
United Airlines,"Washington,",1,0,1,0.2635
United Airlines,Lihue,0,1,1,-0.9744
United Airlines,Kauai,0,1,1,-0.9744
United Airlines,Auckland New Zealand,0,1,1,-0.9713
United Airlines,San Fransisco,1,0,1,0.0258
United Airlines,Staci,2,0,2,0.9452
United Airlines,Auckland to Edinburgh,1,0,1,0.7351
United Airlines,opinii,1,0,1,0.8316
United Airlines,San Francisco-,1,0,1,0.978
United Airlines,"Denver,(who'd",1,0,1,0.8656
United Airlines,Redding,2,0,2,0.9359
United Airlines,San José,1,0,1,0.3612
United Airlines,Belize,0,2,2,-0.60135
United Airlines,Palm Beach,1,0,1,0.9601
United Airlines,Memphis,1,1,2,-0.22610000000000002
United Airlines,"Washington, DC",1,0,1,0.9657
United Airlines,AU,1,0,1,0.8713
United Airlines,Ecuador,1,0,1,0.2462
United Airlines,Lax,0,2,2,-0.52505
