Airline,Entity,Positive Mentions,Negative Mentions,Total Mentions,Average Sentiment
Qatar Airways,BWI,0,2,2,-0.8534
Qatar Airways,CHI,0,1,1,-0.8534
Qatar Airways,FF,4,0,4,0.9915750000000001
Qatar Airways,ATH-DOH,1,0,1,0.9329
Qatar Airways,DOH-CCU,1,0,1,0.9329
Qatar Airways,ATH-SAW-DOH-CCU,1,0,1,0.9329
Qatar Airways,DUS third party,1,0,1,0.5023
Qatar Airways,MXP,1,0,1,0.7976
Qatar Airways,Qsuites,1,0,1,0.7976
Qatar Airways,EUR,2,0,2,0.5012
Qatar Airways,Variety of Food,1,0,1,0.8271
Qatar Airways,Singapore Airlines,14,2,16,0.7421125
Qatar Airways,KLIA,2,0,2,0.8372999999999999
Qatar Airways,Hamad International,3,0,3,0.8956666666666666
Qatar Airways,ANA,0,1,1,-0.0928
Qatar Airways,Qantas,13,8,21,0.30912857142857136
Qatar Airways,LATAM,3,5,8,0.034749999999999975
Qatar Airways,Mahé - Doha,1,0,1,0.25
Qatar Airways,Cathay,2,4,6,-0.2553666666666667
Qatar Airways,Electric,0,1,1,-0.7801
Qatar Airways,AUD,1,0,1,0.9634
Qatar Airways,PER-DOH-LYS,1,0,1,0.9634
Qatar Airways,AV,2,1,3,-0.1652
Qatar Airways,Saudia,0,1,1,-0.7752
Qatar Airways,Doha-Kuwait,1,0,1,0.9976
Qatar Airways,BP,2,0,2,0.9943500000000001
Qatar Airways,FFP,6,2,8,0.45047499999999996
Qatar Airways,Kathmandu - Doha,1,0,1,0.9828
Qatar Airways,aisle,1,0,1,0.4932
Qatar Airways,Gatwick,1,0,1,0.5528
Qatar Airways,CPT,4,5,9,0.04773333333333327
Qatar Airways,DOHA,1,2,3,-0.17436666666666667
Qatar Airways,AMS,5,5,10,0.17213999999999996
Qatar Airways,Holy Bible,0,1,1,-0.6287
Qatar Airways,Rugby World,1,0,1,0.9321
Qatar Airways,the Garuda Business lounge,0,1,1,-0.7058
Qatar Airways,AUH,4,0,4,0.978025
Qatar Airways,Al Dhabi,1,0,1,0.9442
Qatar Airways,Abu Dhabi,10,4,14,0.565742857142857
Qatar Airways,Entebbe,4,1,5,0.42135999999999996
Qatar Airways,Premkamol,1,0,1,0.8955
Qatar Airways,Qatars Platinum,1,0,1,0.9643
Qatar Airways,Auckland NZ,1,0,1,0.8553
Qatar Airways,Al Maha,1,0,1,0.9893
Qatar Airways,Business and Economy,1,0,1,0.9864
Qatar Airways,Indigo,0,5,5,-0.65534
Qatar Airways,APP,2,0,2,0.5598
Qatar Airways,E-Mail,1,0,1,0.2048
Qatar Airways,The Food,1,0,1,0.969
Qatar Airways,Entertainment,1,0,1,0.969
Qatar Airways,PHL,1,5,6,-0.633
Qatar Airways,Frequent Flyer,1,0,1,0.9381
Qatar Airways,Gold Lounge Gate C14,1,0,1,0.9381
Qatar Airways,Veuve Ambal Chardonnay/Aligoté,1,0,1,0.9381
Qatar Airways,Manchester,22,8,30,0.4715833333333334
Qatar Airways,White Lotus,0,1,1,-0.9263
Qatar Airways,DUB,1,1,2,0.042300000000000004
Qatar Airways,Qatar & Indigo,0,1,1,-0.8173
Qatar Airways,Indigo Airlines,0,1,1,-0.8173
Qatar Airways,NAIA,1,0,1,0.9993
Qatar Airways,the Best Crew Services,1,0,1,0.9993
Qatar Airways,Ground,2,0,2,0.6288
Qatar Airways,Qatar Airways Due,1,0,1,0.9795
Qatar Airways,COVID,12,1,13,0.6732615384615386
Qatar Airways,Godly,1,0,1,0.9531
Qatar Airways,the Doha-Chicago,1,0,1,0.872
Qatar Airways,USB,6,3,9,0.38653333333333334
Qatar Airways,Qatar Airline,1,0,1,0.957
Qatar Airways,DPNA,0,1,1,-0.6955
Qatar Airways,Frankfurt Terminal 2,1,0,1,0.3197
Qatar Airways,QAR,1,1,2,-0.09025
Qatar Airways,Rwandair,9,0,9,0.9523444444444445
Qatar Airways,HKT,4,0,4,0.952425
Qatar Airways,BKK-DOH-AMS,1,0,1,0.9299
Qatar Airways,pyamas,1,0,1,0.9299
Qatar Airways,Dallas USA,1,0,1,0.8625
Qatar Airways,BKK-DOH,3,2,5,0.19672
Qatar Airways,DEL,3,1,4,0.36839999999999995
Qatar Airways,IGI,1,0,1,0.3704
Qatar Airways,Qatar Airways 6,1,0,1,0.969
Qatar Airways,FRA-DOH-SLL (Business),1,0,1,0.969
Qatar Airways,SLL-DOH-AUH (Business),1,0,1,0.969
Qatar Airways,AUH-DOH-FRA,1,0,1,0.969
Qatar Airways,DFW,3,2,5,0.26727999999999996
Qatar Airways,Time,1,1,2,0.05359999999999998
Qatar Airways,JAL,3,0,3,0.9865
Qatar Airways,Alina,2,0,2,0.9464
Qatar Airways,famille et je changerais jamais cette compagnie pour une,1,0,1,0.9595
Qatar Airways,par sa,1,0,1,0.9595
Qatar Airways,Qatar Airways - Sharjah,1,0,1,0.9612
Qatar Airways,Eastern Airways Etihad & Emirates,1,0,1,0.9883
Qatar Airways,BNE,3,0,3,0.8677666666666667
Qatar Airways,ZRH,3,0,3,0.9128
Qatar Airways,MEL,4,0,4,0.9292250000000001
Qatar Airways,Customer,2,0,2,0.4487
Qatar Airways,IPA,1,0,1,0.9946
Qatar Airways,LGW,1,0,1,0.5256
Qatar Airways,Club,2,0,2,0.75405
Qatar Airways,MLE,0,3,3,-0.6833666666666667
Qatar Airways,ATL,4,0,5,0.62596
Qatar Airways,BLR,2,0,4,0.48345
Qatar Airways,Customer Service,4,0,4,0.6982
Qatar Airways,Cochin to,0,1,1,-0.6249
Qatar Airways,PTV,0,2,2,-0.8026
Qatar Airways,MAD - DOH,1,0,1,0.8146
Qatar Airways,DOH - MAD,1,0,1,0.8146
Qatar Airways,The Wi-Fi,2,0,2,0.8921
Qatar Airways,SQ,4,1,5,0.7479
Qatar Airways,F&B,8,0,8,0.889325
Qatar Airways,LCD,0,1,1,-0.4464
Qatar Airways,Vietnam Airlines,1,1,2,0.023950000000000027
Qatar Airways,MUN,1,0,1,0.9764
Qatar Airways,Air Canada,2,4,6,-0.24721666666666667
Qatar Airways,the Maple Leaf,0,1,1,-0.7774
Qatar Airways,Teriyaki,1,0,1,0.9866
Qatar Airways,Stella Artois,4,0,4,0.9911749999999999
Qatar Airways,Budwiser,2,0,2,0.9924999999999999
Qatar Airways,WB,1,0,1,0.9866
Qatar Airways,HIA,6,0,6,0.8739
Qatar Airways,CPT International,0,1,1,-0.9371
Qatar Airways,1st Class Service,0,1,1,-0.9371
Qatar Airways,the Creamy Chicken Roulade,0,1,1,-0.9371
Qatar Airways,IMHO,1,0,1,0.9735
Qatar Airways,SIN,5,1,6,0.6793166666666667
Qatar Airways,FRA,4,2,6,0.51815
Qatar Airways,GFML,1,0,1,0.9834
Qatar Airways,IOS,1,0,1,0.9834
Qatar Airways,Android,1,0,1,0.9834
Qatar Airways,Qatar Airways Qsuites,1,0,1,0.955
Qatar Airways,the Air Canada Maple,0,1,1,-0.5423
Qatar Airways,FRA-DOH-SIN,1,0,1,0.9927
Qatar Airways,FRA-DOH,2,0,2,0.89165
Qatar Airways,the Customer Service,2,1,3,0.0913
Qatar Airways,CAI,1,0,1,0.996
Qatar Airways,LAX,3,0,3,0.7796333333333333
Qatar Airways,WC,2,1,3,0.6202
Qatar Airways,EXTREMELY,1,0,1,0.9659
Qatar Airways,Menzies Executive Lounge,1,0,1,0.7717
Qatar Airways,World,2,0,2,0.99515
Qatar Airways,Best Airline,1,0,1,0.9932
Qatar Airways,Thankyou Qatar Airways,1,0,1,0.9932
Qatar Airways,United,1,0,1,0.3595
Qatar Airways,Main Concourse,1,0,1,0.8079
Qatar Airways,QDF,1,0,1,0.8079
Qatar Airways,Burgerie (Food Court - South,1,0,1,0.8079
Qatar Airways,EU,1,2,3,-0.2167
Qatar Airways,AUS/NZ,1,0,1,0.8079
Qatar Airways,the “Final Call” 40,1,0,1,0.8079
Qatar Airways,QR329,1,0,1,0.8079
Qatar Airways,Gate,2,1,3,0.3116999999999999
Qatar Airways,the Business/Privilege,1,0,1,0.9294
Qatar Airways,Qatar Customer Care Service,1,0,1,0.4854
Qatar Airways,Qatar Headquarters,1,0,1,0.4854
Qatar Airways,Star Airline,1,0,1,0.4854
Qatar Airways,COVID-19,8,1,9,0.5836222222222222
Qatar Airways,QTR,1,0,1,0.972
Qatar Airways,QMiles and Emerald on the One World Alliance,1,0,1,0.4118
Qatar Airways,Santiago de Chile,1,0,1,0.4118
Qatar Airways,BRU-DOH-,0,1,1,-0.8173
Qatar Airways,BKK-DOH-BRU,0,1,1,-0.8173
Qatar Airways,DOH-BRU,0,1,1,-0.8173
Qatar Airways,Miracle Lounge,1,0,1,0.9741
Qatar Airways,Educate a Child,1,1,2,0.2473
Qatar Airways,Diptyque Paris,1,0,1,0.5267
Qatar Airways,the Hamad International Airport,1,0,1,0.9381
Qatar Airways,Hamad Medical Corporation,2,0,2,0.9381
Qatar Airways,the Hamad Medical Corporation,1,0,1,0.9381
Qatar Airways,Barajas,1,1,2,0.16895
Qatar Airways,PCR,2,1,3,0.03886666666666668
Qatar Airways,ER,1,0,1,0.9584
Qatar Airways,WhatsApp,2,3,5,-0.15796000000000002
Qatar Airways,MS,1,0,1,0.9942
Qatar Airways,USC,1,0,1,0.9942
Qatar Airways,SMS,2,0,2,0.97285
Qatar Airways,WiFI,0,1,1,-0.8868
Qatar Airways,iPad,0,2,2,-0.7565
Qatar Airways,Burger King,0,1,1,-0.2617
Qatar Airways,Apple,0,1,1,-0.2617
Qatar Airways,NY,2,1,3,0.5609666666666667
Qatar Airways,Worst,0,1,1,-0.9577
Qatar Airways,Airlines,3,0,3,0.9632999999999999
Qatar Airways,London & Aarti,1,0,1,0.9136
Qatar Airways,Jetstar Airways,0,1,1,-0.5719
Qatar Airways,PIR,0,1,1,-0.9425
Qatar Airways,EDI,2,0,2,0.9616499999999999
Qatar Airways,SAW,2,0,2,0.4767
Qatar Airways,SFO,2,0,2,0.9776499999999999
Qatar Airways,AVML,1,0,1,0.9801
Qatar Airways,Customer Service Hotline,0,1,1,-0.8658
Qatar Airways,Qatar Airways Customer Care,0,1,1,-0.8658
Qatar Airways,Champagne,11,1,12,0.8179166666666666
Qatar Airways,WOW,1,0,1,0.9791
Qatar Airways,LHR-Doha-Manila,0,1,1,-0.4561
Qatar Airways,their Customer Service Center,0,1,1,-0.7778
Qatar Airways,PNR,1,1,2,0.07824999999999999
Qatar Airways,DOH-PHL,1,0,1,0.9159
Qatar Airways,Perth,3,1,4,0.497
Qatar Airways,Qantas Gold,0,1,1,-0.8402
Qatar Airways,Flew CPH-DOH-SGN,1,0,1,0.977
Qatar Airways,The Eventyr Lounge,1,0,1,0.977
Qatar Airways,Silver Lounge,1,0,1,0.977
Qatar Airways,ZYA to BRU,1,0,1,0.5423
Qatar Airways,Cathay Pacific & Qatar Airways,1,0,1,0.9863
Qatar Airways,Farangis,1,0,1,0.9771
Qatar Airways,HCMC,0,2,2,-0.34
Qatar Airways,the Privilege Club,2,0,2,0.906
Qatar Airways,Manasvi,1,0,1,0.9819
Qatar Airways,Montreal-Cape Town,1,0,1,0.9618
Qatar Airways,PCR Test,1,0,1,0.974
Qatar Airways,Heathrow Terminal 5,2,0,2,0.974
Qatar Airways,Premium,2,0,2,0.9884999999999999
Qatar Airways,Al Safwa,1,0,1,0.9801
Qatar Airways,Lauren & Nabeel,1,0,1,0.9801
Qatar Airways,Thiruvananthapuram,1,0,1,0.3291
Qatar Airways,QR904,1,0,1,0.8668
Qatar Airways,Qatar Air Ways,1,0,1,0.9776
Qatar Airways,Qatar Customer Services Team,0,1,1,-0.8042
Qatar Airways,Caviar,1,0,1,0.9696
Qatar Airways,fed,1,0,1,0.9696
Qatar Airways,the Qatar Airways A380,1,0,1,0.9601
Qatar Airways,Vehicle,1,0,1,0.9843
Qatar Airways,Qatar Air,1,0,1,0.9843
Qatar Airways,Q-Suite Quads,1,0,1,0.9876
Qatar Airways,DOH-IAD,2,0,2,0.97565
Qatar Airways,Turkish Airlines Business,1,0,1,0.9876
Qatar Airways,SIN-DOH,2,0,2,0.97725
Qatar Airways,DOH-CPH,4,1,5,0.69066
Qatar Airways,Brisbane Australia,1,0,1,0.9669
Qatar Airways,DOH-MLE,1,0,1,0.6671
Qatar Airways,the Eventyr Lounge,1,0,1,0.9984
Qatar Airways,the Al Mourjan Lounge,3,0,3,0.7032333333333334
Qatar Airways,CPH-DOH,2,0,2,0.8446
Qatar Airways,Heineken,3,0,3,0.9863666666666667
Qatar Airways,DOH-SIN,1,0,1,0.9984
Qatar Airways,Amenity,1,0,1,0.9984
Qatar Airways,the Johannesburg Qatar Airways,1,0,1,0.9928
Qatar Airways,Air Canada's,1,0,1,0.9948
Qatar Airways,Meursault,2,0,2,0.9821500000000001
Qatar Airways,Overwhelmed,1,0,1,0.8519
Qatar Airways,Wioleta,1,0,1,0.8519
Qatar Airways,Chutimon,1,0,1,0.8519
Qatar Airways,Lounges,1,0,1,0.9443
Qatar Airways,Toilet,0,2,2,-0.58615
Qatar Airways,SFO-DOH-MEL,1,0,1,0.9675
Qatar Airways,"the ""Quiet Lounge",0,1,1,-0.4023
Qatar Airways,ac,1,0,1,0.9565
Qatar Airways,their Student Privilege Club,1,0,1,0.9824
Qatar Airways,the Al Mourjian,1,0,1,0.9803
Qatar Airways,JetBlue,1,0,1,0.9803
Qatar Airways,Saffron,1,0,1,0.9803
Qatar Airways,Digital Team,1,0,1,0.3919
Qatar Airways,KGL,4,2,6,0.34031666666666666
Qatar Airways,EBB,1,0,1,0.9904
Qatar Airways,OTP,1,0,1,0.9904
Qatar Airways,Corona,1,0,1,0.9904
Qatar Airways,Granted Lounge,1,0,1,0.9904
Qatar Airways,B-787-8,1,0,1,0.9904
Qatar Airways,Gold Card,1,0,1,0.9904
Qatar Airways,Budweiser – Heineken,1,0,1,0.9904
Qatar Airways,Modern Indian School,1,0,1,0.8923
Qatar Airways,the Qatar Airways Call Center,1,0,1,0.8537
Qatar Airways,CC,3,0,3,0.8537
Qatar Airways,claret,1,0,1,0.9752
Qatar Airways,White Co,1,0,1,0.9752
Qatar Airways,Brics,2,0,2,0.98385
Qatar Airways,Petra,2,0,2,0.9358
Qatar Airways,noisy hall,0,1,1,-0.9279
Qatar Airways,Auckland to Brisbane to Doha,1,0,1,0.9714
Qatar Airways,Qatar Business Class Quality Service,1,0,1,0.9974
Qatar Airways,the Italian Ministry of Foreign Affairs,0,1,1,-0.8271
Qatar Airways,Sabriya,1,0,1,0.9467
Qatar Airways,COVID PPE kit,1,0,1,0.9939
Qatar Airways,PPE,7,0,7,0.9722857142857142
Qatar Airways,Gold Emirates &,1,0,1,0.9654
Qatar Airways,non-EU,1,0,1,0.25
Qatar Airways,ge,1,0,1,0.8977
Qatar Airways,Passenger Locator Form,1,0,1,0.9546
Qatar Airways,BOS-DOH-SIN,1,0,1,0.9897
Qatar Airways,the Ministry of Public Health,0,1,1,-0.891
Qatar Airways,UX / UI,1,0,1,0.9229
Qatar Airways,CDG,7,2,9,0.24635555555555552
Qatar Airways,Maja,1,0,1,0.9744
Qatar Airways,British National,1,0,1,0.6541
Qatar Airways,ADR,1,0,1,0.9619
Qatar Airways,the Rome-Doha,1,0,1,0.9619
Qatar Airways,IAD,1,1,2,0.009399999999999964
Qatar Airways,Flying Qatar,1,0,1,0.9805
Qatar Airways,airBaltic,0,2,2,-0.4939
Qatar Airways,Sulaymaniyah,1,0,1,0.7787
Qatar Airways,Doha Customer Service,1,0,1,0.9266
Qatar Airways,the Australian Border Force,1,0,1,0.9266
Qatar Airways,NSW Health,2,0,2,0.9266
Qatar Airways,Western Australia,1,0,1,0.9273
Qatar Airways,the Al Mourjan Business Lounge,1,0,1,0.9163
Qatar Airways,Amritsar,8,0,8,0.7911375
Qatar Airways,Inflight Entertainment System,1,0,1,0.9622
Qatar Airways,Qatar Airways Contact Centre Rep,1,0,1,0.2582
Qatar Airways,Mauritius,1,0,1,0.9692
Qatar Airways,Air Mauritius,1,0,1,0.9692
Qatar Airways,the Mauritian Government,1,0,1,0.9692
Qatar Airways,Qatari Riyals,2,0,2,0.8126
Qatar Airways,Qantas Lounge,1,0,1,0.9934
Qatar Airways,Bravo Qatar,1,0,1,0.9934
Qatar Airways,Elite Frequent Flyers,0,1,1,-0.8873
Qatar Airways,Inoula and Catalina,1,0,1,0.9117
Qatar Airways,Oneworld,2,0,2,0.94595
Qatar Airways,Bucharest,1,0,1,0.9825
Qatar Airways,the Q-Suite,1,0,1,0.9611
Qatar Airways,Qatar Lounge,1,0,1,0.802
Qatar Airways,USB/Power,1,0,1,0.9709
Qatar Airways,Grace,1,0,1,0.9911
Qatar Airways,LGW-DOH Boeing,1,0,1,0.8977
Qatar Airways,Aspire,6,0,6,0.9712999999999999
Qatar Airways,DPS-DOH B777-300,1,0,1,0.8977
Qatar Airways,Cochin-Doha-Muscat,1,0,1,0.9966
Qatar Airways,The Al Mourjan Lounge,1,0,1,0.9559
Qatar Airways,PER,0,1,1,-0.9216
Qatar Airways,Quisine,2,0,2,0.98175
Qatar Airways,Dhaka,4,0,4,0.734675
Qatar Airways,LATAM A350,1,1,2,0.42669999999999997
Qatar Airways,Onyx,0,1,1,-0.1036
Qatar Airways,sauvignon blanc,0,1,1,-0.1036
Qatar Airways,Pisa,1,0,1,0.9507
Qatar Airways,Deanna,1,0,1,0.993
Qatar Airways,the CPH-DOH,1,0,1,0.872
Qatar Airways,the Gold Standard,1,0,1,0.6908
Qatar Airways,Ms Harman,1,0,1,0.969
Qatar Airways,1A,0,1,1,-0.9352
Qatar Airways,BI,1,0,1,0.9432
Qatar Airways,Terminal 1 at,1,0,1,0.9667
Qatar Airways,LHR-DOH,4,0,4,0.9504
Qatar Airways,GVA,1,0,1,0.9838
Qatar Airways,Classical,1,0,1,0.9838
Qatar Airways,Eastern,1,0,1,0.9838
Qatar Airways,SOF-DOH,1,0,1,0.9374
Qatar Airways,Chennai,4,2,6,0.47794999999999993
Qatar Airways,Denpasar,5,4,9,0.15032222222222222
Qatar Airways,Subcontinent,1,0,1,0.9777
Qatar Airways,CCU-DOH,1,0,1,0.9777
Qatar Airways,Cathay Pacific/Dragon,1,0,1,0.9777
Qatar Airways,Flew Qatar Airways,20,3,23,0.7365086956521738
Qatar Airways,BRICS,1,0,1,0.0387
Qatar Airways,PDF,0,1,1,-0.631
Qatar Airways,Qatar Airways Special Services,1,0,1,0.9834
Qatar Airways,Qatar Airways A350 Business Class,0,1,1,-0.4497
Qatar Airways,Colombo-Doha,1,0,1,0.9965
Qatar Airways,oneWorld Ruby,1,0,1,0.9799
Qatar Airways,K,1,0,1,0.9799
Qatar Airways,SYD,5,2,7,0.3023285714285714
Qatar Airways,Qatar Airways's,1,0,1,0.8979
Qatar Airways,Auckland via Doha,1,1,2,0.07615000000000005
Qatar Airways,Manchester - Doha,1,0,1,0.9985
Qatar Airways,Pepsi,1,0,1,0.9985
Qatar Airways,iMessage,1,0,1,0.9985
Qatar Airways,"Facebook, Snapchat",1,0,1,0.9985
Qatar Airways,ease &,1,0,1,0.9985
Qatar Airways,BOM-DOH,1,0,1,0.9552
Qatar Airways,American Express,1,0,1,0.9921
Qatar Airways,SG,1,0,1,0.9409
Qatar Airways,ARN-DOH,1,0,1,0.9937
Qatar Airways,GI,1,0,1,0.1899
Qatar Airways,CDG-DOH,1,0,1,0.5263
Qatar Airways,Angela,1,0,1,0.9325
Qatar Airways,LHR 5,1,0,1,0.9877
Qatar Airways,Secondary Security Screening,1,0,1,0.4312
Qatar Airways,Boeing B777-300ER,2,0,2,0.9997
Qatar Airways,the Qatar Airways New,1,0,1,0.9997
Qatar Airways,YouTube,1,0,1,0.9997
Qatar Airways,The OryxOne Inflight Entertainment System,1,0,1,0.9997
Qatar Airways,Oryx Entertainment System,1,0,1,0.9997
Qatar Airways,Melbourne-Milan,1,0,1,0.9119
Qatar Airways,EC,1,1,2,-0.11820000000000003
Qatar Airways,China Southern Airlines,0,1,1,-0.9312
Qatar Airways,QR007,1,0,1,0.9896
Qatar Airways,SAS,5,2,7,0.5698
Qatar Airways,Breakfast to Dinner,1,0,1,0.9854
Qatar Airways,Breakfast,1,0,1,0.9854
Qatar Airways,Changi,0,1,1,-0.7408
Qatar Airways,T3,0,1,1,-0.7408
Qatar Airways,Tullamarine,1,0,1,0.9964
Qatar Airways,the Oryx Lounge,1,0,1,0.9964
Qatar Airways,Melbourne Singapore,1,0,1,0.9964
Qatar Airways,JNB - DOH,1,0,1,0.9878
Qatar Airways,JNB-DOH,1,0,1,0.9878
Qatar Airways,DEL-DOH-BCN,0,1,1,-0.25
Qatar Airways,DOH-BOM,1,0,1,0.9645
Qatar Airways,BCN-DOH,1,0,1,0.9645
Qatar Airways,Latam,1,0,1,0.9645
Qatar Airways,Branding,1,0,1,0.9645
Qatar Airways,Jet Airways,2,0,2,0.9807
Qatar Airways,Oneworld Emerald,1,0,1,0.9645
Qatar Airways,CI,1,0,1,0.9964
Qatar Airways,JL,1,0,1,0.9964
Qatar Airways,RJ,1,0,1,0.9964
Qatar Airways,"BR, TK",1,0,1,0.9964
Qatar Airways,KE,1,0,1,0.9964
Qatar Airways,Amuse,1,0,1,0.7888
Qatar Airways,Ehsan,1,0,1,0.9759
Qatar Airways,Oslo Singapore,1,0,1,0.3818
Qatar Airways,BHX-DOH,1,0,1,0.9753
Qatar Airways,AVOD,6,0,6,0.9753166666666667
Qatar Airways,The Qatar Airways Qsuite,1,0,1,0.6331
Qatar Airways,Doha A380,1,0,1,0.5346
Qatar Airways,Incheon,1,0,1,0.9267
Qatar Airways,Nicola,1,0,1,0.9225
Qatar Airways,SuperWifi,1,0,1,0.046
Qatar Airways,Cathay Business,1,0,1,0.9748
Qatar Airways,Doha-JFK,1,0,1,0.9543
Qatar Airways,another G & T.,0,1,1,-0.9451
Qatar Airways,BLR-DOH,1,0,1,0.9628
Qatar Airways,The Qatar Airways A350,1,0,1,0.9218
Qatar Airways,the Q-Suites,0,1,1,-0.9159
Qatar Airways,XXL,2,2,4,0.026475
Qatar Airways,Doha Boarding,1,0,1,0.8172
Qatar Airways,the Privilege Department,1,0,1,0.9204
Qatar Airways,Boeing 777ER,1,1,2,-0.022749999999999992
Qatar Airways,UAE,1,1,2,0.0010000000000000009
Qatar Airways,the Arabic Mezza,1,0,1,0.8434
Qatar Airways,QAD,1,0,1,0.4588
Qatar Airways,SoI,0,1,1,-0.5574
Qatar Airways,Cabin,1,0,1,0.9894
Qatar Airways,Lime and Mint,1,0,1,0.9979
Qatar Airways,DOH-KUL,1,1,2,0.11309999999999998
Qatar Airways,FC,1,0,1,0.9974
Qatar Airways,Zanzibar,0,1,1,-0.5989
Qatar Airways,Helsinki,2,0,2,0.8222499999999999
Qatar Airways,Qatar Airways Privilege Club,1,0,1,0.9565
Qatar Airways,OW Sapphires,2,0,2,0.9973
Qatar Airways,LHR T4,3,0,3,0.9948666666666667
Qatar Airways,the Skyteam Lounge,1,0,1,0.9973
Qatar Airways,the Malaysia Airlines Golden Lounge,1,0,1,0.9973
Qatar Airways,the Qatar Airways Premium Lounge,1,0,1,0.9973
Qatar Airways,the Inflight Service,1,0,1,0.9973
Qatar Airways,the Inflight Services,2,0,2,0.9973
Qatar Airways,Privilege Gold,1,0,1,0.7354
Qatar Airways,Except,1,0,1,0.5359
Qatar Airways,CBR,1,0,1,0.9373
Qatar Airways,QANTAS,1,0,1,0.9373
Qatar Airways,QANTAS Club,1,0,1,0.9373
Qatar Airways,Border Force,1,0,1,0.9373
Qatar Airways,QANTAS BC,1,0,1,0.9373
Qatar Airways,7F,1,0,1,0.8889
Qatar Airways,Gepäck,1,0,1,0.6652
Qatar Airways,Xiamen Air MF8667,0,1,1,-0.2795
Qatar Airways,Main,1,1,2,0.3419
Qatar Airways,WORLD,1,0,1,0.8589
Qatar Airways,Nagpur,1,0,1,0.937
Qatar Airways,the Qatar Airways old,1,0,1,0.6956
Qatar Airways,777 & A350,1,0,1,0.9975
Qatar Airways,Oryx Inflight,1,0,1,0.9975
Qatar Airways,Adelaide / Doha,1,0,1,0.9672
Qatar Airways,Thales,1,0,1,0.9935
Qatar Airways,MAD,1,0,1,0.94
Qatar Airways,IAH,1,0,1,0.9805
Qatar Airways,Turkish Airlines Business Class,1,0,1,0.831
Qatar Airways,Auckland to Manchester,1,0,1,0.899
Qatar Airways,OneWorld,3,3,6,0.1578666666666667
Qatar Airways,Georgio Armani,2,0,2,0.99305
Qatar Airways,Gold,3,0,3,0.9451666666666667
Qatar Airways,SGN-DOH-KGL,1,0,1,0.9775
Qatar Airways,LATAM Airlines,1,1,2,0.060899999999999954
Qatar Airways,Ground Services,1,0,1,0.9927
Qatar Airways,Al Moujran Lounge,1,0,1,0.9927
Qatar Airways,Buffet,1,0,1,0.9927
Qatar Airways,Laptop,1,0,1,0.9927
Qatar Airways,the Privilege Club Program,0,1,1,-0.5789
Qatar Airways,Non-European Carriers',0,1,1,-0.5789
Qatar Airways,the Touch Screen,0,1,1,-0.4599
Qatar Airways,the Hand Control,0,1,1,-0.4599
Qatar Airways,Oryx One,1,0,1,0.9577
Qatar Airways,SGN,5,1,6,0.6815333333333333
Qatar Airways,OW Ruby,1,0,1,0.9209
Qatar Airways,Emerald,1,0,1,0.9209
Qatar Airways,the Qatar Airways A350,1,0,1,0.9175
Qatar Airways,Smirnoff,1,0,1,0.7096
Qatar Airways,Beefeater,1,0,1,0.7096
Qatar Airways,Marrakech,0,1,1,-0.2609
Qatar Airways,Booking,1,0,1,0.9884
Qatar Airways,CMB,3,0,3,0.9459333333333332
Qatar Airways,Qatar Airways third,1,0,1,0.8779
Qatar Airways,TXL-DOH-ICN,1,0,1,0.9963
Qatar Airways,DOH International,1,0,1,0.9963
Qatar Airways,TXL-DOH,2,0,2,0.9963
Qatar Airways,DOH-ICN,1,0,1,0.9963
Qatar Airways,BCN,1,1,2,-0.40145
Qatar Airways,HKG,0,1,1,-0.9136
Qatar Airways,DOH-ATL,1,0,1,0.977
Qatar Airways,DOH-MAA,1,0,1,0.977
Qatar Airways,the Thai Airways,1,1,2,0.30795000000000006
Qatar Airways,PS - $380,1,0,1,0.9573
Qatar Airways,CSD,2,2,4,0.14730000000000001
Qatar Airways,Flew Paris CDG,1,0,1,0.9299
Qatar Airways,Thai Airways Business lounge,1,0,1,0.9849
Qatar Airways,Auckland to Doha,0,1,1,-0.8462
Qatar Airways,Lunch,1,0,1,0.9946
Qatar Airways,D22,1,0,1,0.9946
Qatar Airways,Customer Care,1,0,1,0.8812
Qatar Airways,Flew Chennai,0,1,1,-0.079
Qatar Airways,Thai Airways,1,0,1,0.9919
Qatar Airways,CNN,1,0,1,0.9919
Qatar Airways,DWC,5,1,6,0.5719333333333333
Qatar Airways,SYD-DOH Sep 24,1,0,1,0.9782
Qatar Airways,DOH-LHR 25,1,0,1,0.9782
Qatar Airways,DOH-LHR,4,0,4,0.849925
Qatar Airways,HAN,5,0,5,0.9070199999999999
Qatar Airways,Frequent Flyers,1,0,1,0.5789
Qatar Airways,BA Business,1,0,1,0.9758
Qatar Airways,Terminal 5,1,0,1,0.9093
Qatar Airways,Food and Drinks,1,0,1,0.9093
Qatar Airways,Guinness,2,0,2,0.89995
Qatar Airways,Hotel,1,1,2,0.04069999999999996
Qatar Airways,DOH-SGN,1,0,1,0.9893
Qatar Airways,Big Little Lies,1,0,1,0.1989
Qatar Airways,Hitchcock,1,0,1,0.8689
Qatar Airways,Melbourne Australia,1,0,1,0.906
Qatar Airways,Emirates Boeing,1,0,1,0.9855
Qatar Airways,Tegel,1,0,1,0.233
Qatar Airways,Karachi,1,0,1,0.9794
Qatar Airways,Platinum Privilege Club,1,0,1,0.9979
Qatar Airways,Beluga Caviar,1,0,1,0.9979
